,race_name,driverRef,driverst_points,driverst_position,driverst_wins,css_points,css_position,css_wins,constructorRef,result_grid,q1,q2,q3,driver_circuit_avg_result_point_before_race,driver_circuit_avg_pitstops_before_race,driver_avg_finish_pos_prior,driver_podium_rate_prior,driver_avg_finish_last_3,driver_experience_races,driver_experience_at_circuit,constructor_avg_finish_prior,is_home_gp,avg_temp,avg_windspeed,avg_precip,avg_humidity
865,Miami Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,7,88.15899999999999,88.095,88.06700000000001,4.5,1.0,7.629032258064516,0.1774193548387097,7.5,62,2,5.081632653061225,0,24.6,10.85,0.0,72.5
866,Miami Grand Prix,albon,46.0,8,0,59.0,5,0,williams,14,88.343,88.413,88.413,11.5,1.0,11.948717948717947,0.0,8.0,39,2,12.142857142857142,0,24.6,10.85,0.0,72.5
867,Miami Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,10,88.324,88.167,88.19200000000001,11.5,1.5,12.362068965517242,0.0,16.0,58,2,12.5,0,24.6,10.85,0.0,72.5
868,Miami Grand Prix,zhou,0.0,18,0,0.0,10,0,sauber,19,88.824,88.824,88.824,16.0,1.0,13.3,0.0,15.666666666666666,40,1,15.384615384615383,0,24.6,10.85,0.0,72.5
869,Miami Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,6,88.032,87.721,87.675,19.0,1.0,8.958333333333334,0.0833333333333333,2.333,24,1,7.733333333333333,0,24.6,10.85,0.0,72.5
870,Emilia Romagna Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,8,76.604,75.67699999999999,75.504,7.5,2.5,4.611940298507463,0.4776119402985074,4.0,67,2,4.611940298507463,0,23.1,3.1,0.05,59.5
871,Emilia Romagna Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,20,76.917,76.917,76.917,10.0,3.0,7.682539682539683,0.1428571428571428,10.0,63,1,6.0,0,23.1,3.1,0.05,59.5
872,Emilia Romagna Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,10,75.841,75.569,75.98,0.0,0.0,13.655172413793103,0.0,6.0,29,0,13.592592592592592,0,23.1,3.1,0.05,59.5
873,Emilia Romagna Grand Prix,perez,107.0,3,0,268.0,1,5,red_bull,11,76.404,75.706,75.706,6.5,2.0,4.833333333333333,0.4393939393939394,3.0,66,2,4.833333333333333,0,23.1,3.1,0.05,59.5
874,Emilia Romagna Grand Prix,ricciardo,5.0,14,0,20.0,6,0,rb,9,76.06,75.691,75.674,12.0,2.5,10.509803921568627,0.0196078431372549,14.333333333333334,51,2,14.0,0,23.1,3.1,0.05,59.5
875,Emilia Romagna Grand Prix,bottas,0.0,20,0,0.0,10,0,sauber,16,76.626,76.626,76.626,5.0,1.0,10.186440677966102,0.1864406779661017,14.666666666666666,59,1,16.0,0,23.1,3.1,0.05,59.5
876,Emilia Romagna Grand Prix,kevin_magnussen,1.0,16,0,7.0,7,0,haas,18,76.854,76.854,76.854,9.0,1.0,13.976190476190476,0.0,16.0,42,1,13.226190476190476,0,23.1,3.1,0.05,59.5
877,Emilia Romagna Grand Prix,max_verstappen,161.0,1,5,268.0,1,5,red_bull,1,75.762,75.176,74.746,1.0,2.0,1.9104477611940296,0.9104477611940298,1.3333333333333333,67,2,3.993197278911565,0,23.1,3.1,0.05,59.5
878,Emilia Romagna Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,4,76.015,75.512,75.233,5.0,2.0,5.428571428571429,0.3015873015873015,12.0,63,1,5.428571428571429,0,23.1,3.1,0.05,59.5
879,Emilia Romagna Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,12,76.361,75.906,75.906,11.5,3.0,9.327868852459016,0.0327868852459016,10.0,61,2,9.153061224489797,0,23.1,3.1,0.05,59.5
880,Emilia Romagna Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,13,76.458,75.992,75.992,9.0,2.0,10.67741935483871,0.0,11.5,62,2,9.92361111111111,0,23.1,3.1,0.05,59.5
881,Emilia Romagna Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,15,76.015,76.381,76.381,9.5,2.5,10.21875,0.03125,6.0,64,2,9.928057553956837,0,23.1,3.1,0.05,59.5
882,Emilia Romagna Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,3,75.82300000000001,75.328,74.97,5.0,2.5,4.806451612903226,0.3387096774193548,2.5,62,2,5.120567375886525,0,23.1,3.1,0.05,59.5
883,Emilia Romagna Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,2,75.91499999999999,75.371,74.837,3.0,1.5,7.0,0.2205882352941176,1.0,68,2,8.027777777777779,0,23.1,3.1,0.05,59.5
884,Emilia Romagna Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,6,76.107,75.67099999999999,75.234,4.0,1.0,7.634920634920635,0.1746031746031746,7.5,63,1,5.101351351351352,0,23.1,3.1,0.05,59.5
885,Emilia Romagna Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,7,75.894,75.358,75.465,9.5,2.0,12.271186440677964,0.0,16.0,59,2,12.238095238095235,0,23.1,3.1,0.05,59.5
886,Emilia Romagna Grand Prix,zhou,0.0,18,0,0.0,10,0,sauber,17,76.834,76.834,76.834,15.0,1.0,13.317073170731708,0.0,14.333333333333334,41,1,15.333333333333334,0,23.1,3.1,0.05,59.5
887,Emilia Romagna Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,5,75.94,75.407,74.82,0.0,0.0,9.12,0.08,2.333,25,0,7.768211920529802,0,23.1,3.1,0.05,59.5
888,Emilia Romagna Grand Prix,sargeant,0.0,21,0,0.0,9,0,williams,19,,,,0.0,0.0,15.38095238095238,0.0,16.0,21,0,13.671875,0,23.1,3.1,0.05,59.5
889,Monaco Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,7,71.528,71.056,70.621,6.333333333333333,2.333333333333333,4.632352941176471,0.4705882352941176,4.0,68,3,4.632352941176471,0,20.8,8.45,0.0,83.0
890,Monaco Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,14,72.019,72.019,72.019,7.333333333333333,1.6666666666666667,7.859375,0.140625,10.0,64,3,6.481481481481482,0,20.8,8.45,0.0,83.0
891,Monaco Grand Prix,ricciardo,5.0,14,0,24.0,6,0,rb,12,71.785,71.482,71.482,12.5,1.5,10.557692307692308,0.0192307692307692,13.333333333333334,52,2,13.8,0,20.8,8.45,0.0,83.0
892,Monaco Grand Prix,bottas,0.0,20,0,0.0,10,0,sauber,17,72.512,72.512,72.512,10.0,1.5,10.316666666666666,0.1833333333333333,16.0,60,2,16.333333333333332,0,20.8,8.45,0.0,83.0
893,Monaco Grand Prix,max_verstappen,169.0,1,5,276.0,1,5,red_bull,6,71.711,70.745,70.56700000000001,1.6666666666666667,1.6666666666666667,1.897058823529412,0.9117647058823528,1.3333333333333333,68,3,3.972972972972973,0,20.8,8.45,0.0,83.0
894,Monaco Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,3,71.543,71.075,70.518,4.0,1.6666666666666667,5.421875,0.296875,12.0,64,3,5.421875,0,20.8,8.45,0.0,83.0
895,Monaco Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,13,71.728,71.563,71.563,11.0,2.5,10.65079365079365,0.0,11.5,63,2,9.917241379310346,0,20.8,8.45,0.0,83.0
896,Monaco Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,10,71.714,70.896,71.311,8.0,2.0,10.307692307692308,0.0307692307692307,6.0,65,3,9.971428571428572,0,20.8,8.45,0.0,83.0
897,Monaco Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,1,71.584,70.825,70.27,5.0,2.5,4.777777777777778,0.3492063492063492,2.5,63,2,5.105633802816901,1,20.8,8.45,0.0,83.0
898,Monaco Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,4,71.76,70.732,70.542,6.0,2.333333333333333,6.927536231884058,0.2318840579710145,1.0,69,3,7.972477064220183,0,20.8,8.45,0.0,83.0
899,Monaco Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,5,71.492,70.929,70.543,8.0,1.3333333333333333,7.625,0.171875,7.5,64,3,5.114093959731544,0,20.8,8.45,0.0,83.0
900,Monaco Grand Prix,albon,46.0,8,0,59.0,5,0,williams,9,71.623,71.216,70.94800000000001,14.0,2.0,12.1,0.0,8.0,40,1,12.24561403508772,0,20.8,8.45,0.0,83.0
901,Monaco Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,8,71.852,71.106,70.858,16.0,2.0,12.233333333333333,0.0,16.0,60,3,12.136363636363637,0,20.8,8.45,0.0,83.0
902,Monaco Grand Prix,zhou,0.0,19,0,0.0,10,0,sauber,18,73.028,73.028,73.028,14.5,2.0,13.357142857142858,0.0,14.333333333333334,42,2,15.321428571428571,0,20.8,8.45,0.0,83.0
903,Monaco Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,2,71.5,70.756,70.424,10.0,1.0,8.923076923076923,0.0769230769230769,2.333,26,1,7.743421052631579,0,20.8,8.45,0.0,83.0
904,Monaco Grand Prix,sargeant,0.0,21,0,2.0,8,0,williams,15,72.02,72.02,72.02,18.0,3.0,15.454545454545457,0.0,17.0,22,1,13.69767441860465,0,20.8,8.45,0.0,83.0
905,Canadian Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,7,72.851,71.979,72.28,3.0,2.0,4.666666666666667,0.463768115942029,4.0,69,2,4.666666666666667,0,18.3,19.35,0.0,60.0
906,Canadian Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,6,73.117,72.635,72.228,5.5,2.0,7.907692307692308,0.1384615384615384,10.0,65,2,6.642857142857143,0,18.3,19.35,0.0,60.0
907,Canadian Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,17,73.978,73.978,73.978,15.0,2.0,13.566666666666666,0.0,6.0,30,1,13.5,0,18.3,19.35,0.0,60.0
908,Canadian Grand Prix,ricciardo,9.0,12,0,28.0,6,0,rb,5,73.24,72.572,72.178,11.0,2.0,10.58490566037736,0.0188679245283018,13.333333333333334,53,1,13.5,0,18.3,19.35,0.0,60.0
909,Canadian Grand Prix,bottas,0.0,20,0,0.0,10,0,sauber,0,73.366,73.366,73.366,8.5,1.0,10.36065573770492,0.180327868852459,15.666666666666666,61,2,15.857142857142858,0,18.3,19.35,0.0,60.0
910,Canadian Grand Prix,kevin_magnussen,1.0,18,0,7.0,7,0,haas,14,73.217,72.916,72.916,17.0,1.5,13.930232558139537,0.0,15.666666666666666,43,2,13.211764705882352,0,18.3,19.35,0.0,60.0
911,Canadian Grand Prix,max_verstappen,194.0,1,6,301.0,1,6,red_bull,2,72.36,72.549,72.0,1.0,2.0,1.9565217391304348,0.8985507246376812,3.0,69,2,3.9865771812080535,0,18.3,19.35,0.0,60.0
912,Canadian Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,18,73.435,73.435,73.435,7.0,2.0,9.403225806451612,0.032258064516129,10.0,62,2,9.202020202020202,0,18.3,19.35,0.0,60.0
913,Canadian Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,9,73.088,72.659,72.701,9.5,1.5,10.703125,0.0,11.5,64,2,9.945205479452056,1,18.3,19.35,0.0,60.0
914,Canadian Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,15,73.289,72.94,72.94,13.0,2.0,10.303030303030305,0.0303030303030303,6.0,66,2,9.97163120567376,0,18.3,19.35,0.0,60.0
915,Canadian Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,3,72.959,72.201,72.021,14.0,2.0,6.885714285714286,0.2285714285714285,1.0,70,2,7.936363636363636,0,18.3,19.35,0.0,60.0
916,Canadian Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,1,73.013,71.742,72.0,4.0,2.0,7.584615384615384,0.1692307692307692,7.5,65,1,5.113333333333333,0,18.3,19.35,0.0,60.0
917,Canadian Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,8,72.748,72.303,72.414,14.0,2.0,12.163934426229508,0.0,16.0,61,1,11.956521739130435,0,18.3,19.35,0.0,60.0
918,Canadian Grand Prix,zhou,0.0,19,0,0.0,10,0,sauber,0,74.292,74.292,74.292,12.0,2.0,13.418604651162791,0.0,15.0,43,2,15.344827586206897,0,18.3,19.35,0.0,60.0
919,Canadian Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,4,72.907,72.462,72.103,11.0,2.0,8.666666666666666,0.1111111111111111,2.333,27,1,7.705882352941177,0,18.3,19.35,0.0,60.0
920,Spanish Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,3,72.143,71.792,71.701,2.6666666666666665,2.333333333333333,4.6571428571428575,0.4571428571428571,4.0,70,3,4.6571428571428575,0,21.700000000000003,15.05,0.2,70.5
921,Spanish Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,10,72.505,72.128,72.128,11.0,2.333333333333333,7.878787878787879,0.1363636363636363,10.0,66,3,6.620689655172414,1,21.700000000000003,15.05,0.2,70.5
922,Spanish Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,13,72.708,72.31,72.31,15.0,3.0,13.483870967741936,0.0,6.0,31,1,13.413793103448276,0,21.700000000000003,15.05,0.2,70.5
923,Spanish Grand Prix,perez,111.0,5,0,330.0,1,7,red_bull,11,72.477,72.054,72.061,3.6666666666666665,2.333333333333333,4.880597014925373,0.4328358208955223,5.0,67,3,4.880597014925373,0,21.700000000000003,15.05,0.2,70.5
924,Spanish Grand Prix,ricciardo,9.0,12,0,28.0,6,0,rb,18,73.075,73.075,73.075,9.0,2.5,10.537037037037036,0.0185185185185185,11.0,54,2,12.714285714285714,0,21.700000000000003,15.05,0.2,70.5
925,Spanish Grand Prix,bottas,0.0,20,0,0.0,10,0,sauber,12,72.758,72.227,72.227,9.333333333333334,2.0,10.403225806451612,0.1774193548387097,14.666666666666666,62,3,15.5,0,21.700000000000003,15.05,0.2,70.5
926,Spanish Grand Prix,kevin_magnussen,1.0,18,0,7.0,8,0,haas,16,72.937,72.937,72.937,17.5,2.5,13.886363636363637,0.0,14.333333333333334,44,2,13.19767441860465,0,21.700000000000003,15.05,0.2,70.5
927,Spanish Grand Prix,max_verstappen,219.0,1,7,330.0,1,7,red_bull,2,72.306,71.653,71.403,1.3333333333333333,2.333333333333333,1.9428571428571428,0.9,2.6666666666666665,70,3,3.966666666666667,0,21.700000000000003,15.05,0.2,70.5
928,Spanish Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,6,72.403,71.874,71.736,5.333333333333333,2.333333333333333,5.384615384615385,0.3076923076923077,12.0,65,3,5.384615384615385,1,21.700000000000003,15.05,0.2,70.5
929,Spanish Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,8,72.691,72.109,72.125,8.0,2.0,9.412698412698411,0.0317460317460317,10.0,63,3,9.21,0,21.700000000000003,15.05,0.2,70.5
930,Spanish Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,14,72.881,72.372,72.372,10.666666666666666,2.333333333333333,10.646153846153846,0.0,11.5,65,3,9.92517006802721,0,21.700000000000003,15.05,0.2,70.5
931,Spanish Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,7,72.651,72.07900000000001,71.857,11.0,2.333333333333333,10.28358208955224,0.0298507462686567,6.0,67,3,9.964788732394366,0,21.700000000000003,15.05,0.2,70.5
932,Spanish Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,5,72.257,72.038,71.731,7.5,2.0,4.71875,0.359375,2.5,64,2,5.076923076923077,0,21.700000000000003,15.05,0.2,70.5
933,Spanish Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,1,72.386,71.872,71.383,11.0,2.6666666666666665,6.816901408450704,0.2394366197183098,1.0,71,3,7.882882882882883,0,21.700000000000003,15.05,0.2,70.5
934,Spanish Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,4,72.456,71.812,71.703,6.666666666666667,2.333333333333333,7.515151515151516,0.1818181818181818,7.5,66,3,5.099337748344371,0,21.700000000000003,15.05,0.2,70.5
935,Spanish Grand Prix,albon,46.0,8,0,59.0,5,0,williams,0,73.153,73.153,73.153,17.0,3.0,12.024390243902438,0.0,8.0,41,2,12.189655172413794,0,21.700000000000003,15.05,0.2,70.5
936,Spanish Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,17,72.985,72.985,72.985,11.0,2.5,12.193548387096774,0.0,16.0,62,2,12.041666666666666,0,21.700000000000003,15.05,0.2,70.5
937,Spanish Grand Prix,zhou,0.0,19,0,0.0,10,0,sauber,15,72.88,72.738,72.738,9.0,2.0,13.454545454545457,0.0,15.333333333333334,44,1,15.333333333333334,0,21.700000000000003,15.05,0.2,70.5
938,Spanish Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,9,72.46000000000001,72.011,72.011,13.0,2.0,8.535714285714286,0.1071428571428571,2.333,28,1,7.688311688311688,0,21.700000000000003,15.05,0.2,70.5
939,Spanish Grand Prix,sargeant,0.0,21,0,2.0,9,0,williams,19,73.509,73.509,73.509,20.0,2.0,15.434782608695652,0.0,16.333333333333332,23,1,13.707692307692309,0,21.700000000000003,15.05,0.2,70.5
940,Austrian Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,5,65.541,65.053,64.903,4.25,2.25,4.633802816901408,0.4647887323943662,4.0,71,4,4.633802816901408,0,28.200000000000003,12.0,0.0,45.0
941,Austrian Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,15,65.656,65.639,65.639,8.5,2.0,7.940298507462686,0.1343283582089552,10.0,67,4,6.8,0,28.200000000000003,12.0,0.0,45.0
942,Austrian Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,9,65.596,65.262,65.385,0.0,0.0,13.40625,0.0,6.0,32,0,13.333333333333334,0,28.200000000000003,12.0,0.0,45.0
943,Austrian Grand Prix,perez,118.0,5,0,355.0,1,7,red_bull,8,65.587,65.144,65.202,4.333333333333333,2.0,4.926470588235294,0.4264705882352941,6.666666666666667,68,3,4.926470588235294,0,28.200000000000003,12.0,0.0,45.0
944,Austrian Grand Prix,ricciardo,11.0,13,0,30.0,6,0,rb,11,65.569,65.289,65.289,9.666666666666666,1.3333333333333333,10.61818181818182,0.0181818181818181,11.666666666666666,55,3,13.0,0,28.200000000000003,12.0,0.0,45.0
945,Austrian Grand Prix,bottas,0.0,20,0,0.0,10,0,sauber,18,65.847,65.847,65.847,7.75,1.75,10.492063492063492,0.1746031746031746,14.0,63,4,15.555555555555555,0,28.200000000000003,12.0,0.0,45.0
946,Austrian Grand Prix,kevin_magnussen,5.0,16,0,19.0,7,0,haas,12,65.508,65.347,65.347,13.0,2.5,13.955555555555556,0.0,13.666666666666666,45,2,13.241379310344827,0,28.200000000000003,12.0,0.0,45.0
947,Austrian Grand Prix,max_verstappen,237.0,1,7,355.0,1,7,red_bull,1,65.336,64.469,64.314,1.25,2.5,1.9295774647887325,0.9014084507042254,2.6666666666666665,71,4,3.947019867549669,0,28.200000000000003,12.0,0.0,45.0
948,Austrian Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,4,65.263,65.016,64.851,5.666666666666667,1.6666666666666667,5.393939393939394,0.303030303030303,12.0,66,3,5.393939393939394,0,28.200000000000003,12.0,0.0,45.0
949,Austrian Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,10,65.574,65.274,65.883,11.0,2.0,9.421875,0.03125,10.0,64,3,9.217821782178218,0,28.200000000000003,12.0,0.0,45.0
950,Austrian Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,17,65.819,65.819,65.819,10.75,2.25,10.696969696969695,0.0,11.5,66,4,9.952702702702704,0,28.200000000000003,12.0,0.0,45.0
951,Austrian Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,13,65.598,65.359,65.359,11.333333333333334,2.333333333333333,10.264705882352942,0.0294117647058823,6.0,68,3,9.958041958041958,0,28.200000000000003,12.0,0.0,45.0
952,Austrian Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,6,65.509,65.104,65.044,4.5,2.25,4.723076923076923,0.3538461538461538,2.5,65,4,5.076388888888889,0,28.200000000000003,12.0,0.0,45.0
953,Austrian Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,2,65.45,65.103,64.718,4.75,1.75,6.75,0.25,1.0,72,4,7.830357142857143,0,28.200000000000003,12.0,0.0,45.0
954,Austrian Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,3,65.585,65.016,64.84,7.333333333333333,2.0,7.462686567164179,0.1791044776119403,7.5,67,3,5.092105263157895,0,28.200000000000003,12.0,0.0,45.0
955,Austrian Grand Prix,albon,46.0,8,0,59.0,5,0,williams,16,65.736,65.736,65.736,11.5,2.5,12.166666666666666,0.0,8.0,42,2,12.28813559322034,0,28.200000000000003,12.0,0.0,45.0
956,Austrian Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,14,65.563,65.412,65.412,14.25,2.25,12.301587301587302,0.0,16.0,63,4,12.32,0,28.200000000000003,12.0,0.0,45.0
957,Austrian Grand Prix,zhou,0.0,19,0,0.0,10,0,sauber,20,66.061,66.061,66.061,13.0,2.5,13.444444444444445,0.0,14.666666666666666,45,2,15.258064516129032,0,28.200000000000003,12.0,0.0,45.0
958,Austrian Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,7,65.311,65.07,65.048,16.0,4.0,8.482758620689655,0.1034482758620689,2.333,29,1,7.683870967741935,0,28.200000000000003,12.0,0.0,45.0
959,Austrian Grand Prix,sargeant,0.0,21,0,2.0,9,0,williams,19,65.856,65.856,65.856,13.0,3.0,15.625,0.0,17.333333333333332,24,1,13.755725190839694,0,28.200000000000003,12.0,0.0,45.0
960,British Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,2,89.547,86.77,85.99,2.333333333333333,2.0,4.625,0.4583333333333333,4.0,72,3,4.625,1,15.55,17.15,0.1,64.5
961,British Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,10,91.264,86.73,86.917,6.333333333333333,2.0,8.088235294117647,0.1323529411764706,10.0,68,3,7.161290322580645,0,15.55,17.15,0.1,64.5
962,British Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,6,91.929,86.84700000000001,86.338,13.0,2.0,13.181818181818182,0.0,6.0,33,1,13.096774193548388,0,15.55,17.15,0.1,64.5
963,British Grand Prix,perez,118.0,6,0,373.0,1,7,red_bull,0,98.348,98.348,98.348,8.0,2.6666666666666665,4.956521739130435,0.4202898550724637,7.666666666666667,69,3,4.956521739130435,0,15.55,17.15,0.1,64.5
964,British Grand Prix,ricciardo,11.0,13,0,31.0,6,0,rb,15,91.291,87.949,87.949,9.0,3.0,10.589285714285714,0.0178571428571428,10.666666666666666,56,2,12.555555555555555,0,15.55,17.15,0.1,64.5
965,British Grand Prix,bottas,0.0,21,0,0.0,10,0,sauber,16,92.431,92.431,92.431,7.5,1.5,10.578125,0.171875,15.0,64,2,15.6,0,15.55,17.15,0.1,64.5
966,British Grand Prix,kevin_magnussen,5.0,16,0,27.0,7,0,haas,17,92.905,92.905,92.905,10.0,2.0,13.826086956521738,0.0,12.333333333333334,46,1,13.181818181818182,0,15.55,17.15,0.1,64.5
967,British Grand Prix,max_verstappen,255.0,1,7,373.0,1,7,red_bull,4,91.342,86.79599999999999,86.203,4.0,2.5,1.9722222222222223,0.8888888888888888,2.333333333333333,72,2,3.9539473684210527,0,15.55,17.15,0.1,64.5
968,British Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,7,90.557,86.843,86.509,5.666666666666667,2.0,5.358208955223881,0.3134328358208955,12.0,67,3,5.358208955223881,0,15.55,17.15,0.1,64.5
969,British Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,18,94.557,94.557,94.557,9.0,2.0,9.461538461538462,0.0307692307692307,10.0,65,1,9.245098039215684,0,15.55,17.15,0.1,64.5
970,British Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,8,91.41,86.938,86.58500000000001,11.0,2.0,10.73134328358209,0.0,11.5,67,3,9.973154362416109,0,15.55,17.15,0.1,64.5
971,British Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,11,90.496,87.09700000000001,87.09700000000001,5.0,2.0,4.818181818181818,0.3484848484848485,2.5,66,3,5.117241379310345,0,15.55,17.15,0.1,64.5
972,British Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,3,91.596,86.559,86.03,4.0,2.0,6.931506849315069,0.2465753424657534,1.0,73,3,7.938053097345133,1,15.55,17.15,0.1,64.5
973,British Grand Prix,albon,46.0,8,0,59.0,5,0,williams,9,91.135,86.93299999999999,86.64,8.0,1.0,12.232558139534884,0.0,8.0,43,1,12.333333333333334,0,15.55,17.15,0.1,64.5
974,British Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,13,90.994,87.269,87.269,13.333333333333334,2.333333333333333,12.328125,0.0,16.0,64,3,12.384615384615383,0,15.55,17.15,0.1,64.5
975,British Grand Prix,zhou,0.0,19,0,0.0,10,0,sauber,14,91.19,87.867,87.867,15.0,3.0,13.521739130434783,0.0,15.0,46,1,15.3125,0,15.55,17.15,0.1,64.5
976,British Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,5,90.895,86.733,86.237,4.0,1.0,8.266666666666667,0.1333333333333333,2.333,30,1,7.647435897435898,0,15.55,17.15,0.1,64.5
977,British Grand Prix,sargeant,0.0,20,0,4.0,9,0,williams,12,91.608,87.175,87.175,11.0,1.0,15.76,0.0,18.0,25,1,13.795454545454543,0,15.55,17.15,0.1,64.5
978,Hungarian Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,5,77.087,76.307,75.854,2.6666666666666665,2.6666666666666665,4.575342465753424,0.4657534246575342,4.0,73,3,4.575342465753424,0,27.55,5.85,0.0,49.0
979,Hungarian Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,7,77.624,76.117,76.043,7.0,2.0,8.08695652173913,0.1304347826086956,10.0,69,3,7.1875,0,27.55,5.85,0.0,49.0
980,Hungarian Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,11,77.362,76.31700000000001,76.31700000000001,14.0,2.0,12.970588235294118,0.0,6.0,34,1,12.875,0,27.55,5.85,0.0,49.0
981,Hungarian Grand Prix,perez,124.0,7,0,389.0,1,7,red_bull,16,77.886,77.886,77.886,4.0,2.0,5.128571428571429,0.4142857142857143,10.666666666666666,70,2,5.128571428571429,0,27.55,5.85,0.0,49.0
982,Hungarian Grand Prix,ricciardo,11.0,13,0,33.0,6,0,rb,9,77.05,76.202,76.447,13.0,2.333333333333333,10.63157894736842,0.0175438596491228,12.333333333333334,57,3,12.6,0,27.55,5.85,0.0,49.0
983,Hungarian Grand Prix,bottas,0.0,21,0,0.0,10,0,sauber,12,77.487,76.384,76.384,16.0,1.5,10.646153846153846,0.1692307692307692,15.666666666666666,65,2,15.545454545454543,0,27.55,5.85,0.0,49.0
984,Hungarian Grand Prix,kevin_magnussen,5.0,16,0,27.0,7,0,haas,15,77.851,76.548,76.548,16.5,2.5,13.787234042553193,0.0,12.333333333333334,47,2,13.168539325842696,0,27.55,5.85,0.0,49.0
985,Hungarian Grand Prix,max_verstappen,265.0,1,7,389.0,1,7,red_bull,3,77.087,75.77,75.273,3.6666666666666665,3.0,1.9726027397260275,0.8904109589041096,2.6666666666666665,73,3,3.941176470588236,0,27.55,5.85,0.0,49.0
986,Hungarian Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,4,77.244,75.885,75.696,5.0,2.333333333333333,5.352941176470588,0.3088235294117647,12.0,68,3,5.352941176470588,0,27.55,5.85,0.0,49.0
